        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
shame   	0.118961	0.109987	0.093318	0.121174	0.089823	0.077034	0.124555	0.171031	0.113580	0.149012	0.175827	0.128981	0.113017	0.111848	0.101766	0.132029	0.125617	0.074801	0.162241	0.061782	0.126998	0.184628	0.147207	0.105873	0.144801	0.107967	0.134658	0.111152	0.117216	0.161230	0.132152	0.151085	0.193940	0.134676	0.088446	0.117692	0.118460	0.101926	0.125786	0.388987	0.114823	0.144419	0.104761	0.116340	0.112308	0.144592	0.133289	0.111336	0.086954	0.106918	0.148776	0.105351	0.115013	0.087835	0.071423	0.125317	0.072444	0.112070	0.081929	0.103811	0.269859	0.111841	0.131177	0.121432	0.125724	0.149346	0.098540	0.128605	0.270302	0.173579	0.086248	0.104524	0.129111	0.132024	0.185083	0.120630	0.150665	0.109680	0.063273	0.110207	0.146758	0.095223	0.107303	0.138163	0.119285	0.116047	0.129464	0.113842	0.112020	0.101616	0.166627	0.107380	0.115605	0.118161	0.083702	0.160926	0.098270	0.108411	0.188100	0.160214	0.103597	0.140222	0.122109	0.123999	0.185530	0.186837	0.121607	0.148474	0.130604	0.153707	1.000000	0.144323	0.140714	0.147637	0.134917	0.153942	0.133233	0.135307	0.098311	0.087380	0.105727	0.114063	0.104842	0.086093	0.116485	0.194297	0.093423	0.130286	0.112579	0.120013	0.085781	0.113463	
shock   	0.178312	0.132365	0.183048	0.177085	0.095967	0.144870	0.308805	0.194495	0.181612	0.225529	0.253764	0.154780	0.181735	0.162363	0.192265	0.264050	0.128056	0.084102	0.156690	0.182449	0.221278	0.128678	0.270010	0.165324	0.197752	0.189990	0.183134	0.143367	0.142506	0.213923	0.117599	0.204691	0.223772	0.116984	0.221211	0.216627	0.212318	0.153311	0.224024	0.115784	0.200901	0.209141	0.298208	0.184102	0.191738	0.206242	0.214847	0.129987	0.142377	0.224438	0.220807	0.189026	0.137880	0.126842	0.111315	0.254422	0.174489	0.187661	0.107161	0.157970	0.155895	0.175071	0.168501	0.101339	0.237358	0.182400	0.179005	0.125886	0.162999	0.233851	0.134563	0.143679	0.207992	0.239404	0.172121	0.216335	0.152017	0.156834	0.153696	0.127225	0.199281	0.151034	0.147847	0.241528	0.210391	0.195508	0.184757	0.337643	0.156391	0.323911	0.129025	0.118151	0.187350	0.153899	0.133721	0.190164	0.137942	0.125886	0.144891	0.224006	0.296348	0.146283	0.118314	0.167138	0.135982	0.174960	0.168104	0.332994	0.115752	0.180724	0.144323	1.000000	0.240057	0.130712	0.169390	0.222861	0.205183	0.297194	0.130805	0.193161	0.306190	0.201043	0.175684	0.141952	0.201139	0.267046	0.136456	0.249410	0.166951	0.182822	0.154783	0.194286	
sorrow  	0.166262	0.192345	0.167817	0.189273	0.154358	0.166281	0.201024	0.167784	0.155384	0.183280	0.270195	0.170293	0.181829	0.113351	0.158279	0.210444	0.136938	0.090274	0.154859	0.113160	0.208979	0.140544	0.243885	0.146306	0.194870	0.191223	0.123493	0.147734	0.180358	0.224387	0.101350	0.190839	0.247754	0.144106	0.153028	0.151000	0.201952	0.159219	0.206680	0.087308	0.211494	0.166339	0.194125	0.165619	0.179340	0.202434	0.178921	0.151319	0.151774	0.163090	0.165389	0.175416	0.186459	0.169052	0.134991	0.285116	0.241159	0.178454	0.093551	0.149458	0.155480	0.167779	0.217474	0.090190	0.196120	0.161461	0.095943	0.141208	0.140643	0.182447	0.107942	0.164063	0.155136	0.159910	0.182045	0.180515	0.145402	0.122544	0.145487	0.146017	0.359353	0.172119	0.145367	0.182239	0.160687	0.223934	0.206686	0.255915	0.235486	0.186568	0.133815	0.119843	0.155320	0.194170	0.075572	0.195255	0.137721	0.148954	0.130977	0.182652	0.233792	0.143712	0.132241	0.147906	0.183053	0.173111	0.189334	0.281058	0.127434	0.150297	0.140714	0.240057	1.000000	0.170884	0.183875	0.212684	0.144694	0.220621	0.141589	0.129900	0.241182	0.196216	0.170512	0.132569	0.215753	0.178806	0.240692	0.230454	0.168600	0.124072	0.143364	0.186506	
spite   	0.136464	0.180025	0.111182	0.169630	0.129689	0.093903	0.146483	0.125792	0.152026	0.160206	0.183408	0.191794	0.174051	0.119712	0.139076	0.154361	0.150072	0.087411	0.219230	0.086727	0.144602	0.166516	0.225632	0.119058	0.152673	0.147523	0.134925	0.147698	0.177792	0.127485	0.180500	0.200498	0.162514	0.141157	0.119944	0.102250	0.155394	0.097075	0.161071	0.105850	0.157139	0.161656	0.089207	0.183236	0.174545	0.197778	0.177575	0.250416	0.111066	0.132254	0.148686	0.159738	0.138678	0.133917	0.064206	0.140908	0.061688	0.101500	0.102606	0.132946	0.150460	0.109429	0.187108	0.109880	0.141051	0.144908	0.115309	0.197818	0.129164	0.180140	0.106724	0.114053	0.144057	0.139846	0.182183	0.154990	0.135796	0.161631	0.050575	0.112780	0.159817	0.129699	0.113399	0.163499	0.126665	0.126236	0.140543	0.091496	0.136729	0.078437	0.104830	0.138081	0.172337	0.128520	0.078125	0.169004	0.165046	0.141188	0.154560	0.168787	0.096324	0.125988	0.136171	0.122745	0.158891	0.210933	0.216350	0.168442	0.123653	0.207709	0.147637	0.130712	0.170884	1.000000	0.126134	0.191541	0.140338	0.153401	0.153434	0.117060	0.124921	0.159177	0.132261	0.094655	0.130288	0.260467	0.118628	0.133470	0.122805	0.147027	0.103657	0.148264	
suffering	0.168199	0.125808	0.118167	0.150865	0.088933	0.220818	0.135711	0.133392	0.108301	0.161911	0.255010	0.118549	0.117753	0.124608	0.132138	0.152780	0.127133	0.073771	0.120353	0.113579	0.173186	0.130528	0.154428	0.148943	0.137914	0.125328	0.128214	0.144274	0.148483	0.146605	0.100812	0.113508	0.138501	0.086354	0.141276	0.110875	0.126704	0.101674	0.160909	0.093018	0.130412	0.146828	0.126347	0.115216	0.140159	0.149864	0.124740	0.102941	0.095577	0.100460	0.150243	0.106099	0.109316	0.107451	0.075506	0.167841	0.092907	0.149728	0.077290	0.119735	0.123565	0.185131	0.136680	0.105081	0.145494	0.159991	0.087848	0.120656	0.121226	0.224041	0.108546	0.109229	0.140873	0.150312	0.123973	0.124337	0.115049	0.157224	0.077583	0.107100	0.186227	0.100041	0.103248	0.130493	0.136611	0.140899	0.140192	0.152883	0.170904	0.118346	0.151479	0.110027	0.124981	0.248963	0.091774	0.198706	0.132442	0.149415	0.110749	0.135788	0.124024	0.122483	0.116402	0.168186	0.114552	0.146059	0.121739	0.237247	0.102699	0.119241	0.134917	0.169390	0.183875	0.126134	1.000000	0.160977	0.119602	0.162136	0.131738	0.092538	0.128275	0.239085	0.121976	0.094565	0.156274	0.144245	0.130553	0.165413	0.178648	0.104048	0.083027	0.157433	
surprise	0.216077	0.201375	0.117792	0.246304	0.137736	0.109811	0.157077	0.136544	0.240491	0.246164	0.199328	0.220991	0.231969	0.101713	0.161407	0.165629	0.135542	0.100241	0.167933	0.088841	0.162873	0.240296	0.181264	0.142874	0.245171	0.157720	0.119460	0.121716	0.172069	0.172266	0.244935	0.144763	0.208507	0.139685	0.152792	0.129538	0.173166	0.108398	0.206039	0.112642	0.160795	0.185111	0.141265	0.189500	0.171985	0.221730	0.200483	0.157597	0.116643	0.156365	0.193865	0.136405	0.137902	0.184458	0.059968	0.165091	0.100535	0.120742	0.101950	0.160807	0.131323	0.253189	0.164244	0.101743	0.167933	0.179613	0.104373	0.164936	0.142242	0.196411	0.112932	0.112987	0.159666	0.151245	0.260123	0.190411	0.135360	0.125717	0.066840	0.166559	0.270955	0.136119	0.108223	0.171799	0.120645	0.159098	0.164338	0.143357	0.147950	0.129082	0.114139	0.129734	0.153192	0.105250	0.074438	0.172263	0.114924	0.142029	0.130627	0.198037	0.161780	0.140759	0.154563	0.191527	0.161928	0.185858	0.228394	0.403132	0.137682	0.159892	0.153942	0.222861	0.212684	0.191541	0.160977	1.000000	0.164606	0.192674	0.180333	0.109295	0.161404	0.174194	0.140344	0.126115	0.190724	0.187295	0.131125	0.228657	0.162262	0.133589	0.092413	0.148913	
sympathy	0.132791	0.135236	0.120740	0.128798	0.090027	0.080126	0.179442	0.118267	0.114748	0.133346	0.151921	0.127398	0.128256	0.090599	0.108892	0.170109	0.127175	0.060415	0.114968	0.068151	0.192455	0.115117	0.134691	0.121264	0.182930	0.108536	0.105055	0.110155	0.124163	0.139198	0.104562	0.125722	0.132683	0.097664	0.130877	0.104928	0.131592	0.087965	0.142395	0.133833	0.129744	0.121863	0.127273	0.128501	0.141284	0.153254	0.139754	0.113551	0.107096	0.099379	0.139867	0.105548	0.104710	0.103288	0.052638	0.138559	0.075553	0.121774	0.074593	0.115396	0.121868	0.118683	0.149588	0.104406	0.121933	0.130355	0.117891	0.115535	0.166381	0.151473	0.097060	0.124948	0.173401	0.223800	0.148582	0.123307	0.108151	0.105616	0.061848	0.090069	0.147833	0.097517	0.113662	0.139901	0.130100	0.144059	0.123810	0.136244	0.115090	0.117104	0.104869	0.105677	0.111373	0.115585	0.063447	0.141770	0.185262	0.105032	0.107855	0.132568	0.127119	0.104751	0.107014	0.118584	0.115534	0.132987	0.147188	0.187605	0.104869	0.121376	0.133233	0.205183	0.144694	0.140338	0.119602	0.164606	1.000000	0.185558	0.126357	0.115650	0.143822	0.145187	0.107690	0.082681	0.132474	0.133174	0.102397	0.128156	0.110413	0.103392	0.102799	0.128809	
tenderness	0.139715	0.244071	0.208522	0.184288	0.129671	0.142016	0.232364	0.165741	0.172194	0.180726	0.246345	0.181321	0.181237	0.108681	0.158248	0.229089	0.162946	0.073731	0.167142	0.125161	0.233586	0.143037	0.207888	0.137396	0.191136	0.175025	0.102201	0.159915	0.151412	0.165351	0.092809	0.189954	0.161453	0.158930	0.167410	0.156645	0.226576	0.126464	0.184518	0.098285	0.229705	0.158019	0.220781	0.216288	0.210282	0.225412	0.111677	0.176609	0.337801	0.132586	0.184878	0.179208	0.156626	0.146878	0.079224	0.226229	0.137879	0.134105	0.093043	0.143479	0.131688	0.144198	0.153944	0.078703	0.144237	0.146315	0.086688	0.151271	0.130053	0.187425	0.125495	0.156128	0.170306	0.192222	0.183405	0.201457	0.144352	0.115838	0.125694	0.124424	0.192908	0.172749	0.283829	0.205002	0.171690	0.172020	0.200731	0.276518	0.133429	0.224990	0.131385	0.109607	0.150043	0.138757	0.055768	0.200397	0.126268	0.156663	0.130698	0.216883	0.244417	0.121801	0.121462	0.126948	0.137630	0.167166	0.177791	0.248946	0.113203	0.159293	0.135307	0.297194	0.220621	0.153401	0.162136	0.192674	0.185558	1.000000	0.163001	0.145889	0.295908	0.203068	0.159777	0.119170	0.186329	0.227089	0.124074	0.200249	0.116029	0.157525	0.176955	0.190318	
tenseness	0.113604	0.160265	0.091874	0.172589	0.120525	0.083501	0.154497	0.115931	0.147604	0.101266	0.172915	0.166222	0.184952	0.178028	0.296856	0.134032	0.098686	0.056884	0.124511	0.045677	0.121077	0.126704	0.107567	0.116935	0.162458	0.129517	0.099018	0.116560	0.132047	0.108593	0.076110	0.109186	0.172542	0.110936	0.128084	0.229729	0.156851	0.056188	0.121696	0.088795	0.131991	0.091317	0.094579	0.162921	0.162076	0.187250	0.127152	0.148393	0.110536	0.160675	0.131715	0.106929	0.112668	0.134583	0.030932	0.150843	0.058341	0.086603	0.098604	0.124939	0.096866	0.084513	0.130348	0.086142	0.102571	0.147853	0.090398	0.170287	0.111514	0.148983	0.156662	0.095395	0.137460	0.130498	0.137725	0.117514	0.109904	0.088276	0.039409	0.100205	0.164591	0.103289	0.096256	0.143291	0.095192	0.105350	0.123327	0.090368	0.118560	0.247849	0.109730	0.109592	0.114236	0.094458	0.072504	0.126863	0.084345	0.126803	0.088677	0.137883	0.094148	0.072797	0.099939	0.092828	0.125238	0.133691	0.170698	0.162834	0.092710	0.104034	0.098311	0.130805	0.141589	0.153434	0.131738	0.180333	0.126357	0.163001	1.000000	0.122783	0.133872	0.177532	0.105539	0.335486	0.147808	0.157472	0.107280	0.112624	0.186907	0.067116	0.075154	0.142623	
terror  	0.090293	0.113769	0.100011	0.105566	0.084383	0.081100	0.214088	0.101509	0.096958	0.078932	0.162224	0.121972	0.145675	0.151911	0.152775	0.139246	0.085055	0.063677	0.096190	0.081345	0.132660	0.097823	0.115566	0.116591	0.123547	0.115367	0.088636	0.096827	0.102336	0.106376	0.084400	0.113989	0.147945	0.096177	0.099777	0.195054	0.122609	0.086879	0.104496	0.070687	0.126252	0.091067	0.107773	0.109001	0.148254	0.175220	0.112972	0.122130	0.078931	0.204321	0.109215	0.093353	0.096883	0.088293	0.048773	0.126051	0.062783	0.099701	0.067234	0.097709	0.092237	0.082296	0.118321	0.074759	0.099202	0.098267	0.219091	0.100015	0.077946	0.107339	0.116160	0.078117	0.116556	0.101670	0.120223	0.093813	0.086098	0.074067	0.069887	0.067681	0.114388	0.109917	0.091314	0.127873	0.119504	0.095885	0.094676	0.120958	0.088286	0.242212	0.126003	0.084002	0.099129	0.108309	0.131649	0.117496	0.113820	0.104196	0.069800	0.143470	0.119275	0.085113	0.080300	0.091340	0.086163	0.099431	0.152930	0.124356	0.088355	0.107234	0.087380	0.193161	0.129900	0.117060	0.092538	0.109295	0.115650	0.145889	0.122783	1.000000	0.148549	0.116298	0.101825	0.117388	0.091162	0.116031	0.074734	0.122487	0.093613	0.078695	0.091435	0.121930	
thrill  	0.121031	0.162292	0.196376	0.140838	0.115579	0.183525	0.276480	0.163505	0.112561	0.089839	0.233552	0.141234	0.215539	0.117239	0.132972	0.268898	0.121975	0.053273	0.115206	0.157124	0.206453	0.097821	0.259076	0.132199	0.148527	0.191711	0.095386	0.130526	0.143704	0.179228	0.080616	0.211827	0.103810	0.152161	0.197614	0.183622	0.266825	0.164801	0.169916	0.054941	0.298274	0.174110	0.272659	0.163652	0.338749	0.285664	0.081050	0.180023	0.136668	0.135037	0.177944	0.187473	0.182064	0.111508	0.098228	0.263808	0.172875	0.096276	0.058696	0.123735	0.099100	0.109806	0.144685	0.058577	0.172124	0.078066	0.070944	0.109568	0.097503	0.122711	0.148187	0.150255	0.147585	0.170742	0.203855	0.174145	0.151057	0.104005	0.166675	0.093271	0.142213	0.211272	0.157796	0.178620	0.197067	0.196829	0.166359	0.374800	0.098834	0.265657	0.119939	0.082519	0.124234	0.142975	0.057989	0.206996	0.127994	0.150961	0.116536	0.177332	0.344537	0.110209	0.129583	0.136474	0.128047	0.126804	0.138749	0.233842	0.111140	0.170151	0.105727	0.306190	0.241182	0.124921	0.128275	0.161404	0.143822	0.295908	0.133872	0.148549	1.000000	0.182522	0.198666	0.117026	0.139286	0.192754	0.126433	0.246636	0.116480	0.108650	0.269084	0.286130	
torment 	0.150551	0.162594	0.147329	0.182140	0.122950	0.178260	0.147398	0.131825	0.148220	0.154922	0.230268	0.157234	0.146769	0.092852	0.166424	0.169411	0.140396	0.071666	0.136940	0.087403	0.170787	0.168087	0.173493	0.153788	0.169966	0.165604	0.108235	0.153341	0.156553	0.168653	0.112797	0.155539	0.164850	0.106347	0.129205	0.116001	0.183916	0.105702	0.158221	0.115317	0.155779	0.241606	0.160755	0.198459	0.182518	0.194475	0.120683	0.146345	0.143304	0.103868	0.168841	0.142204	0.117063	0.138643	0.081963	0.172291	0.102587	0.132906	0.111804	0.160982	0.126832	0.135207	0.153852	0.112498	0.168247	0.165257	0.098227	0.133473	0.140285	0.235287	0.097977	0.134361	0.186617	0.189930	0.158667	0.166600	0.130584	0.195142	0.078068	0.114795	0.195810	0.114176	0.128208	0.222339	0.138859	0.140862	0.162274	0.164298	0.153427	0.155419	0.111341	0.116218	0.142153	0.171059	0.058356	0.185504	0.104137	0.131371	0.113469	0.177211	0.151398	0.115896	0.117379	0.132406	0.148549	0.165928	0.205736	0.240079	0.101121	0.142435	0.114063	0.201043	0.196216	0.159177	0.239085	0.174194	0.145187	0.203068	0.177532	0.116298	0.182522	1.000000	0.139506	0.114585	0.199235	0.213835	0.150167	0.159196	0.153167	0.108250	0.102772	0.191092	
triumph 	0.102643	0.134298	0.107871	0.123135	0.109162	0.091107	0.150231	0.122979	0.118756	0.097250	0.164908	0.131281	0.138057	0.084672	0.111879	0.157088	0.118656	0.057225	0.104799	0.156269	0.139467	0.105402	0.159326	0.136872	0.113316	0.159386	0.107487	0.136160	0.153908	0.126068	0.086877	0.141728	0.118059	0.119666	0.124492	0.119370	0.221739	0.097705	0.206321	0.077124	0.166254	0.141803	0.147961	0.131529	0.173488	0.187247	0.086570	0.133628	0.099712	0.090060	0.139284	0.136775	0.128685	0.113688	0.066123	0.153502	0.088669	0.090963	0.077393	0.113119	0.109706	0.103408	0.136702	0.074463	0.172243	0.120868	0.078398	0.102738	0.111042	0.116774	0.102268	0.106957	0.122906	0.130113	0.147900	0.118253	0.118577	0.101993	0.075537	0.090664	0.132610	0.162872	0.111605	0.131653	0.122046	0.144998	0.147592	0.168457	0.104116	0.139778	0.114209	0.173373	0.129596	0.107876	0.059410	0.150966	0.103262	0.127199	0.154984	0.148624	0.164255	0.102769	0.094770	0.128769	0.114995	0.115117	0.119419	0.157332	0.086816	0.111025	0.104842	0.175684	0.170512	0.132261	0.121976	0.140344	0.107690	0.159777	0.105539	0.101825	0.198666	0.139506	1.000000	0.085663	0.114705	0.132266	0.097424	0.155198	0.099072	0.089923	0.109645	0.145794	
uneasiness	0.083154	0.110133	0.095382	0.120787	0.115063	0.069251	0.130083	0.098445	0.104446	0.115112	0.125608	0.124308	0.118260	0.197450	0.350695	0.115614	0.073922	0.065859	0.088237	0.050878	0.098903	0.098201	0.102834	0.093220	0.102586	0.090858	0.099303	0.086181	0.097189	0.096131	0.078537	0.113188	0.128754	0.102467	0.127279	0.237680	0.124679	0.069665	0.103354	0.075702	0.112473	0.103836	0.105839	0.091880	0.125792	0.123453	0.121721	0.098672	0.088667	0.153332	0.106963	0.083004	0.081193	0.081174	0.033404	0.101644	0.053059	0.089907	0.069759	0.117853	0.108384	0.108001	0.113248	0.074001	0.088603	0.115901	0.076355	0.097275	0.073459	0.111579	0.082159	0.077589	0.107268	0.094631	0.103646	0.095106	0.074389	0.087571	0.047073	0.066684	0.112353	0.076110	0.077640	0.113270	0.097050	0.097466	0.089042	0.097106	0.089693	0.202031	0.099987	0.075082	0.086987	0.077704	0.095902	0.107944	0.075918	0.089670	0.089228	0.101963	0.088905	0.071662	0.081484	0.087515	0.091560	0.121937	0.113575	0.149467	0.085217	0.086409	0.086093	0.141952	0.132569	0.094655	0.094565	0.126115	0.082681	0.119170	0.335486	0.117388	0.117026	0.114585	0.085663	1.000000	0.106713	0.117012	0.078975	0.109447	0.220480	0.060205	0.070034	0.101803	
unhappiness	0.157978	0.149827	0.132202	0.184355	0.119483	0.095720	0.130177	0.126447	0.170000	0.257425	0.214360	0.177863	0.140159	0.097045	0.148933	0.158981	0.094512	0.070596	0.160873	0.077521	0.164768	0.125138	0.149564	0.137089	0.226026	0.144637	0.140385	0.120893	0.187387	0.161419	0.092422	0.144228	0.182700	0.112056	0.139083	0.102700	0.163761	0.078682	0.169844	0.111971	0.152836	0.150506	0.156987	0.173231	0.169706	0.186883	0.109847	0.113411	0.128159	0.104972	0.177024	0.137392	0.137167	0.164655	0.059931	0.273315	0.276599	0.126402	0.107792	0.149051	0.102647	0.207072	0.131825	0.119360	0.143247	0.235804	0.080089	0.141422	0.127906	0.198168	0.086751	0.104241	0.181008	0.186192	0.137535	0.186486	0.121588	0.111194	0.068573	0.148030	0.224470	0.110420	0.099343	0.164835	0.134203	0.125408	0.140487	0.176732	0.299493	0.150443	0.086655	0.114101	0.137881	0.118823	0.054413	0.141681	0.092004	0.111215	0.114314	0.160332	0.134027	0.101088	0.103730	0.126204	0.124347	0.177033	0.173788	0.274641	0.094546	0.127989	0.116485	0.201139	0.215753	0.130288	0.156274	0.190724	0.132474	0.186329	0.147808	0.091162	0.139286	0.199235	0.114705	0.106713	1.000000	0.210047	0.276092	0.126952	0.131209	0.154159	0.083042	0.150925	
vengefulness	0.153029	0.145031	0.144010	0.182235	0.111243	0.109970	0.169291	0.167239	0.193257	0.245080	0.227781	0.178474	0.154265	0.097965	0.168895	0.183535	0.095443	0.085811	0.299804	0.094443	0.190687	0.185500	0.187078	0.139780	0.204295	0.144789	0.108751	0.123461	0.144362	0.164714	0.208784	0.254024	0.187523	0.121468	0.138803	0.136067	0.181856	0.096032	0.171147	0.148478	0.151579	0.212085	0.189627	0.203029	0.174459	0.184472	0.164995	0.235874	0.144876	0.118897	0.191527	0.211127	0.136947	0.141163	0.071084	0.176118	0.100666	0.107525	0.128052	0.151473	0.127977	0.139772	0.208060	0.098713	0.149023	0.169395	0.088330	0.161342	0.163388	0.212349	0.093274	0.113518	0.184681	0.195878	0.154027	0.198830	0.138580	0.203184	0.096816	0.126407	0.206913	0.126866	0.131877	0.274829	0.136483	0.134406	0.160139	0.194180	0.130590	0.189469	0.124179	0.126644	0.185741	0.114662	0.051698	0.146041	0.100676	0.130648	0.150967	0.206256	0.177398	0.091840	0.109456	0.113235	0.135641	0.305754	0.296412	0.245382	0.095190	0.276418	0.194297	0.267046	0.178806	0.260467	0.144245	0.187295	0.133174	0.227089	0.157472	0.116031	0.192754	0.213835	0.132266	0.117012	0.210047	1.000000	0.129829	0.157807	0.133870	0.259055	0.119133	0.179420	
woe     	0.115132	0.127796	0.098008	0.121354	0.086099	0.080489	0.113092	0.098564	0.121906	0.095752	0.222583	0.123737	0.126214	0.068378	0.114356	0.116580	0.093254	0.062279	0.100932	0.060069	0.116555	0.101225	0.122431	0.093955	0.192820	0.120983	0.107103	0.094615	0.167136	0.260664	0.071431	0.111281	0.206430	0.102229	0.087921	0.091709	0.123655	0.081374	0.134908	0.086528	0.119877	0.108766	0.118991	0.116828	0.124278	0.150329	0.126074	0.111633	0.109313	0.087864	0.104800	0.098352	0.103721	0.133249	0.056087	0.191297	0.333774	0.161108	0.083189	0.100982	0.097098	0.121755	0.124732	0.080061	0.128311	0.155193	0.082962	0.097860	0.102733	0.135208	0.076680	0.118925	0.114111	0.125144	0.125280	0.099121	0.103065	0.082907	0.060572	0.106129	0.174274	0.102371	0.097435	0.118077	0.098465	0.148443	0.124098	0.200769	0.325127	0.099046	0.076405	0.085710	0.101254	0.087194	0.056715	0.120790	0.085453	0.097860	0.099398	0.116108	0.104403	0.095792	0.095688	0.091536	0.123999	0.130954	0.131045	0.219968	0.078505	0.090402	0.093423	0.136456	0.240692	0.118628	0.130553	0.131125	0.102397	0.124074	0.107280	0.074734	0.126433	0.150167	0.097424	0.078975	0.276092	0.129829	1.000000	0.117775	0.100977	0.087125	0.092335	0.129929	
wonder  	0.137675	0.150698	0.141940	0.144832	0.107394	0.127370	0.195622	0.159256	0.130523	0.142182	0.179091	0.130998	0.172627	0.122872	0.136149	0.197455	0.148593	0.090131	0.123488	0.163627	0.169661	0.126252	0.210115	0.141972	0.140980	0.158259	0.126296	0.150439	0.131018	0.177862	0.106517	0.175328	0.141850	0.141853	0.161782	0.205284	0.188250	0.145244	0.221494	0.087486	0.185565	0.169615	0.193798	0.127042	0.189944	0.194849	0.176610	0.147583	0.128291	0.136667	0.175388	0.164271	0.140189	0.107703	0.098711	0.177189	0.116461	0.133504	0.069613	0.131650	0.139784	0.157920	0.154067	0.092155	0.184234	0.138953	0.107859	0.104713	0.122750	0.164879	0.123161	0.151272	0.157606	0.169263	0.192576	0.148852	0.139585	0.136518	0.103915	0.098903	0.158708	0.154180	0.136583	0.160217	0.173214	0.171716	0.163353	0.237838	0.121392	0.170428	0.135734	0.103778	0.148074	0.147307	0.086166	0.211407	0.125085	0.156257	0.122424	0.165235	0.199398	0.124994	0.126460	0.149767	0.153227	0.157080	0.131693	0.214461	0.109155	0.140365	0.130286	0.249410	0.230454	0.133470	0.165413	0.228657	0.128156	0.200249	0.112624	0.122487	0.246636	0.159196	0.155198	0.109447	0.126952	0.157807	0.117775	1.000000	0.160035	0.102822	0.129667	0.177362	
worry   	0.152372	0.111630	0.104710	0.124474	0.084911	0.085558	0.156480	0.135302	0.110572	0.165849	0.134401	0.107494	0.133378	0.201375	0.199409	0.129023	0.132038	0.075275	0.096844	0.092817	0.129258	0.100376	0.161789	0.135326	0.104529	0.113086	0.114310	0.116972	0.109103	0.132893	0.081428	0.113136	0.122615	0.075220	0.111928	0.158226	0.131521	0.093465	0.149272	0.091712	0.108201	0.177599	0.118140	0.090845	0.117908	0.140002	0.199404	0.078259	0.089293	0.142310	0.141023	0.095575	0.086249	0.089509	0.091803	0.120676	0.068457	0.116003	0.075843	0.118962	0.163031	0.142828	0.138974	0.103462	0.195038	0.152273	0.083941	0.086012	0.108012	0.169003	0.079942	0.105028	0.145235	0.136444	0.121953	0.133792	0.097793	0.162777	0.062589	0.091964	0.160332	0.062194	0.095353	0.126060	0.177568	0.133944	0.139447	0.134796	0.114082	0.122389	0.069532	0.098352	0.113491	0.114060	0.096766	0.142440	0.091568	0.083145	0.110895	0.129305	0.125600	0.112958	0.118168	0.145471	0.111495	0.131238	0.114365	0.202070	0.098047	0.099955	0.112579	0.166951	0.168600	0.122805	0.178648	0.162262	0.110413	0.116029	0.186907	0.093613	0.116480	0.153167	0.099072	0.220480	0.131209	0.133870	0.100977	0.160035	1.000000	0.085635	0.080653	0.138101	
wrath   	0.102973	0.077076	0.102725	0.113988	0.071902	0.073122	0.112329	0.111957	0.144542	0.327052	0.141734	0.151146	0.097752	0.083839	0.091437	0.113398	0.069184	0.061314	0.215630	0.073730	0.103031	0.104502	0.106567	0.085528	0.125962	0.103892	0.105133	0.092288	0.092663	0.117148	0.111697	0.109766	0.114259	0.098838	0.103584	0.081670	0.124246	0.081847	0.132818	0.097931	0.097541	0.143570	0.108799	0.169419	0.104681	0.099079	0.095437	0.198491	0.070578	0.075992	0.154684	0.232703	0.078043	0.078695	0.066639	0.111825	0.069622	0.074172	0.085532	0.087214	0.090283	0.088639	0.142012	0.075029	0.095195	0.104504	0.073465	0.167253	0.095313	0.175863	0.062119	0.093906	0.103050	0.150004	0.106597	0.163001	0.083057	0.144539	0.062101	0.107849	0.123496	0.092884	0.084203	0.151078	0.115541	0.093088	0.109282	0.118974	0.084578	0.125443	0.086191	0.072885	0.220669	0.087592	0.045524	0.118961	0.068694	0.084516	0.123118	0.236039	0.112218	0.081339	0.062971	0.104455	0.098824	0.175572	0.126972	0.187017	0.057410	0.163212	0.120013	0.182822	0.124072	0.147027	0.104048	0.133589	0.103392	0.157525	0.067116	0.078695	0.108650	0.108250	0.089923	0.060205	0.154159	0.259055	0.087125	0.102822	0.085635	1.000000	0.126323	0.101099	
